"HC091","2024/25","1","2024-09-10 00:00:00","Inledning","","1","TALMANNEN","TALMANNEN","0585684563812","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","13","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","14","Ida Gabrielsson (V)","V","025158809026","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","15","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","16","Ida Gabrielsson (V)","V","025158809026","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","17","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","18","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","19","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","2","Mikael Damberg (S)","S","014744660015","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","20","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","21","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","22","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","23","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","24","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","25","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","26","Mikael Damberg (S)","S","014744660015","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","27","Cecilia Rönn (L)","L","0926477102420","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","28","Mikael Damberg (S)","S","014744660015","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","29","Cecilia Rönn (L)","L","0926477102420","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","3","Oscar Sjöstedt (SD)","SD","055257333723","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","30","Mikael Damberg (S)","S","014744660015","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","31","Oscar Sjöstedt (SD)","SD","055257333723","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","32","Mikael Damberg (S)","S","014744660015","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","33","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","34","Mikael Damberg (S)","S","014744660015","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","35","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","36","Ida Gabrielsson (V)","V","025158809026","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","37","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","38","Ida Gabrielsson (V)","V","025158809026","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","39","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","4","Ida Gabrielsson (V)","V","025158809026","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","40","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","41","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","42","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","43","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","44","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","45","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","46","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","47","Oscar Sjöstedt (SD)","SD","055257333723","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","48","Ida Gabrielsson (V)","V","025158809026","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","49","Martin Ådahl (C)","C","0494843794418","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","5","Martin Ådahl (C)","C","0494843794418","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","50","Hans Eklind (KD)","KD","0494242537816","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","51","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","52","Hans Eklind (KD)","KD","0494242537816","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","53","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","54","Hans Eklind (KD)","KD","0494242537816","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","55","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","56","Hans Eklind (KD)","KD","0494242537816","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","57","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","58","Hans Eklind (KD)","KD","0494242537816","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","59","Janine Alm Ericson (MP)","MP","0316505710324","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","6","Hans Eklind (KD)","KD","0494242537816","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","60","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","61","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","62","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","63","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","64","Hans Eklind (KD)","KD","0494242537816","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","65","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","66","Hans Eklind (KD)","KD","0494242537816","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","67","Janine Alm Ericson (MP)","MP","0316505710324","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","68","Cecilia Rönn (L)","L","0926477102420","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","69","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","7","Janine Alm Ericson (MP)","MP","0316505710324","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","70","Cecilia Rönn (L)","L","0926477102420","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","71","Martin Ådahl (C)","C","0494843794418","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","72","Cecilia Rönn (L)","L","0926477102420","","Y"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","8","Cecilia Rönn (L)","L","0926477102420","","N"
"HC09101","2024/25","101","2025-04-15 00:00:00","Debatt med anledning av vårpropositionens avlämnande","","9","Finansministern Elisabeth Svantesson (M)","M","0899112324519","","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:575 om bristen på replokaler","interpellationsdebatt","1","Utbildningsministern Johan Pehrson (L)","L","0224712677012","HC10575","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:575 om bristen på replokaler","interpellationsdebatt","10","Lawen Redar (S)","S","037561614928","HC10575","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:575 om bristen på replokaler","interpellationsdebatt","11","Magnus Manhammar (S)","S","025967059622","HC10575","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:575 om bristen på replokaler","interpellationsdebatt","12","Utbildningsministern Johan Pehrson (L)","L","0224712677012","HC10575","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:575 om bristen på replokaler","interpellationsdebatt","13","Mats Berglund (MP)","MP","0606863154419","HC10575","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:575 om bristen på replokaler","interpellationsdebatt","14","Utbildningsministern Johan Pehrson (L)","L","0224712677012","HC10575","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","15","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","16","Sara Gille (SD)","SD","0338088431726","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","17","Michael Rubbestad (SD)","SD","0694917698222","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","18","Angelika Bengtsson (SD)","SD","0138741628520","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","19","Alexander Christiansson (SD)","SD","0279488554424","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:575 om bristen på replokaler","interpellationsdebatt","2","Mats Berglund (MP)","MP","0606863154419","HC10575","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","20","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","21","Sara Gille (SD)","SD","0338088431726","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","22","Michael Rubbestad (SD)","SD","0694917698222","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","23","Angelika Bengtsson (SD)","SD","0138741628520","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","24","Alexander Christiansson (SD)","SD","0279488554424","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","25","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","26","Sara Gille (SD)","SD","0338088431726","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellation 2024/25:569 om rättvisa tävlingsvillkor inom idrotten","interpellationsdebatt","27","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC10569","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellationerna 2024/25:526, 546 och 568 om förlängning av det tillfälliga bostadsbidraget","interpellationsdebatt","28","Statsrådet Anna Tenje (M)","M","0476336341120","HC10526, HC10546, HC10568","N"
"HC09102","2024/25","102","2025-04-22 00:00:00","Svar på interpellationerna 2024/25:526, 546 och 568 om förlängning av det tillfälliga bostadsbidraget","interpellationsdebatt","29","Malte Tängmark Roos (MP)","MP","0381853591928","HC10526, HC10546, HC10568","N"
